,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance
0.16-36-0,0.16,36,0,70,232,138,1,0.174572127139364,18.2875776397516
0.16-40-0.85,0.16,40,0.85,31,123,68,1,0.30718085106383,9.63655913978495
0.16-40-0.8,0.16,40,0.8,55,223,130,1,0.21875,10.3750841750842
0.16-40-0.75,0.16,40,0.75,68,258,149,1,0.186648501362398,13.4082528533802
0.16-40-0.7,0.16,40,0.7,73,270,157,1,0.176470588235294,15.4084855403349
0.16-40-0.65,0.16,40,0.65,78,280,164,1,0.170441001191895,17.4149184149184
0.16-40-0.6,0.16,40,0.6,78,280,164,1,0.170441001191895,17.4149184149184
0.16-40-0.4,0.16,40,0.4,78,280,164,1,0.170441001191895,17.4149184149184
0.16-40-0,0.16,40,0,79,281,165,1,0.168433451118963,18.3842908146706
0.16-44-0.85,0.16,44,0.85,36,152,88,1,0.294117647058824,9.73492063492063
0.16-44-0.8,0.16,44,0.8,60,255,154,1,0.22329627839536,10.4186440677966
0.16-44-0.75,0.16,44,0.75,78,308,183,1,0.188040345821326,12.5780885780886
0.16-44-0.7,0.16,44,0.7,83,323,194,1,0.179461615154536,14.5592124595945
0.16-44-0.65,0.16,44,0.65,88,333,201,1,0.173940745460338,16.5578631138976
0.16-44-0.6,0.16,44,0.6,88,333,201,1,0.173940745460338,16.5578631138976
0.16-44-0.4,0.16,44,0.4,88,333,201,1,0.173940745460338,16.5578631138976
0.16-44-0,0.16,44,0,89,334,202,1,0.172185430463576,17.5291113381001
0.16-48-0.85,0.16,48,0.85,39,166,97,1,0.279197080291971,9.83333333333333
0.16-48-0.8,0.16,48,0.8,64,273,167,1,0.217993079584775,11.4122023809524
0.16-48-0.75,0.16,48,0.75,83,331,202,1,0.183376455368693,12.6388480752277
0.16-48-0.7,0.16,48,0.7,86,341,208,1,0.17711503347535,14.5823529411765
0.16-48-0.65,0.16,48,0.65,91,351,215,1,0.171980111143609,16.5794871794872
0.16-48-0.6,0.16,48,0.6,91,351,215,1,0.171980111143609,16.5794871794872
0.16-48-0.4,0.16,48,0.4,91,351,215,1,0.171980111143609,16.5794871794872
0.16-48-0.25,0.16,48,0.25,92,352,216,1,0.170336037079954,17.5514811275681
0.16-48-0,0.16,48,0,93,353,217,1,0.169991326973114,18.5284011220196
0.16-52-0.85,0.16,52,0.85,44,194,112,1,0.281947261663286,9.92019027484144
0.16-52-0.8,0.16,52,0.8,68,300,181,1,0.223104693140794,10.4692712906058
0.16-52-0.75,0.16,52,0.75,88,361,217,1,0.18940433708482,12.6584378265413
0.16-52-0.7,0.16,52,0.7,91,371,223,1,0.183259682869769,14.6039072039072
0.16-52-0.65,0.16,52,0.65,96,382,231,1,0.178284854563691,16.5809210526316
0.16-52-0.6,0.16,52,0.6,96,382,231,1,0.178284854563691,16.5809210526316
0.16-52-0.4,0.16,52,0.4,96,382,231,1,0.178284854563691,16.5809210526316
0.16-52-0.25,0.16,52,0.25,97,383,232,1,0.176733780760626,17.5538015463918
0.16-52-0,0.16,52,0,98,384,233,1,0.17638303150583,18.5317694087944
0.16-56-0.85,0.16,56,0.85,49,221,130,1,0.273494653911086,10.9047619047619
0.16-56-0.8,0.16,56,0.8,73,320,191,1,0.214001327140013,11.5064687975647
0.16-56-0.75,0.16,56,0.75,93,384,232,1,0.183720336820618,14.6367461430575
0.16-56-0.7,0.16,56,0.7,97,395,239,1,0.177707930367505,17.5675472508591
0.16-56-0.65,0.16,56,0.65,102,406,247,1,0.173090399439383,19.5475635798874
0.16-56-0.6,0.16,56,0.6,102,406,247,1,0.173090399439383,19.5475635798874
0.16-56-0.4,0.16,56,0.4,102,406,247,1,0.173090399439383,19.5475635798874
0.16-56-0.25,0.16,56,0.25,103,407,248,1,0.171646977067408,20.5222729868646
0.16-56-0,0.16,56,0,104,408,249,1,0.17128987517337,21.501213592233
0.16-60-0.85,0.16,60,0.85,52,234,136,1,0.265842349304482,10.9649321266968
0.16-60-0.8,0.16,60,0.8,82,357,212,1,0.206990057246158,11.7285456187895
0.16-60-0.75,0.16,60,0.75,102,421,253,1,0.179041353383459,14.8155697922733
0.16-60-0.7,0.16,60,0.7,106,432,260,1,0.173476222371065,17.7448337825696
0.16-60-0.65,0.16,60,0.65,111,445,270,1,0.169004964385927,19.7162162162162
0.16-60-0.6,0.16,60,0.6,111,445,270,1,0.169004964385927,19.7162162162162
0.16-60-0.45,0.16,60,0.45,111,445,270,1,0.169004964385927,19.7162162162162
0.16-60-0.4,0.16,60,0.4,112,447,270,1,0.168387096774194,20.6856499356499
0.16-60-0.35,0.16,60,0.35,113,448,271,1,0.167057819500747,21.6607932996207
0.16-60-0.25,0.16,60,0.25,113,448,271,1,0.167057819500747,21.6607932996207
0.16-60-0,0.16,60,0,114,449,272,1,0.166737649063032,22.6395746002174
0.18-4-0.85,0.18,4,0.85,4,12,6,1,0.75,1.25
0.18-4-0.8,0.18,4,0.8,5,13,7,1,0.6,2.15
0.18-4-0,0.18,4,0,6,14,8,1,0.461538461538462,3
0.18-8-0.75,0.18,8,0.75,9,18,11,1,0.285714285714286,5.66666666666667
0.18-8-0,0.18,8,0,10,19,11,1,0.230769230769231,6.6
0.18-12-0.8,0.18,12,0.8,16,47,34,1,0.401408450704225,6.38333333333333
0.18-12-0.75,0.18,12,0.75,20,54,40,1,0.315,8.37894736842105
0.18-12-0.7,0.18,12,0.7,23,59,44,1,0.265060240963855,10.3122529644269
0.18-12-0,0.18,12,0,23,59,44,1,0.265060240963855,10.3122529644269
0.18-16-0.8,0.18,16,0.8,18,55,42,1,0.366279069767442,6.51633986928105
0.18-16-0.75,0.18,16,0.75,23,65,48,1,0.294117647058824,8.55138339920949
0.18-16-0.7,0.18,16,0.7,26,70,52,1,0.253246753246753,10.4738461538462
0.18-16-0.4,0.18,16,0.4,28,72,54,1,0.234234234234234,12.3835978835979
0.18-16-0,0.18,16,0,29,73,55,1,0.22478386167147,13.3423645320197
0.18-20-0.8,0.18,20,0.8,24,78,52,1,0.316770186335404,8.08695652173913
0.18-20-0.75,0.18,20,0.75,28,85,55,1,0.276807980049875,10.0026455026455
0.18-20-0.7,0.18,20,0.7,31,90,59,1,0.244635193133047,11.8655913978495
0.18-20-0.4,0.18,20,0.4,33,92,61,1,0.23030303030303,13.7092803030303
0.18-20-0,0.18,20,0,34,93,62,1,0.223091976516634,14.6372549019608
0.18-24-0.8,0.18,24,0.8,31,107,64,1,0.309982486865149,10.3827956989247
0.18-24-0.75,0.18,24,0.75,41,126,74,1,0.260183968462549,15.6475609756098
0.18-24-0.7,0.18,24,0.7,44,133,76,1,0.245260663507109,16.3393234672304
0.18-24-0.4,0.18,24,0.4,48,140,81,1,0.2330743618202,18.646719858156
0.18-24-0,0.18,24,0,49,141,82,1,0.228013029315961,19.6122448979592
0.18-28-0.8,0.18,28,0.8,39,137,79,1,0.266666666666667,11.7098515519568
0.18-28-0.75,0.18,28,0.75,51,164,94,1,0.220588235294118,13.7796078431373
0.18-28-0.7,0.18,28,0.7,54,171,96,1,0.211031175059952,14.2847658979734
0.18-28-0.4,0.18,28,0.4,57,177,102,1,0.203007518796992,15.3013784461153
0.18-28-0,0.18,28,0,58,178,103,1,0.199261992619926,16.2607380520266
0.18-32-0.8,0.18,32,0.8,40,142,83,1,0.267682263329706,11.7288461538462
0.18-32-0.75,0.18,32,0.75,54,172,99,1,0.216981132075472,15.667714884696
0.18-32-0.7,0.18,32,0.7,58,181,103,1,0.204301075268817,17.1793708408953
0.18-32-0.4,0.18,32,0.4,61,187,109,1,0.196754563894523,18.2005464480874
0.18-32-0,0.18,32,0,62,188,110,1,0.193227091633466,19.1641988365944
0.18-36-0.8,0.18,36,0.8,47,185,111,1,0.23059866962306,11.1193339500463
0.18-36-0.75,0.18,36,0.75,61,217,128,1,0.192134831460674,14.8426229508197
0.18-36-0.7,0.18,36,0.7,66,227,133,1,0.181865284974093,17.2428904428904
0.18-36-0.65,0.18,36,0.65,70,235,141,1,0.173913043478261,18.2774327122153
0.18-36-0.4,0.18,36,0.4,70,235,141,1,0.173913043478261,18.2774327122153
0.18-36-0,0.18,36,0,71,236,142,1,0.171510242972844,19.2450704225352
0.18-40-0.8,0.18,40,0.8,51,214,126,1,0.223692122669874,11.1427450980392
0.18-40-0.75,0.18,40,0.75,66,252,147,1,0.189695550351288,13.9918414918415
0.18-40-0.7,0.18,40,0.7,72,266,154,1,0.179277730008598,15.4035602503912
0.18-40-0.65,0.18,40,0.65,79,281,164,1,0.16877971473851,17.440441415125
0.18-40-0.6,0.18,40,0.6,79,281,164,1,0.16877971473851,17.440441415125
0.18-40-0.4,0.18,40,0.4,79,281,164,1,0.16877971473851,17.440441415125
0.18-40-0,0.18,40,0,80,282,165,1,0.166797180892717,18.4096518987342
0.18-44-0.85,0.18,44,0.85,36,152,88,1,0.286604361370716,9.75555555555556
0.18-44-0.8,0.18,44,0.8,57,249,151,1,0.22700296735905,9.39880952380952
0.18-44-0.75,0.18,44,0.75,75,301,182,1,0.193008553365563,12.5363963963964
0.18-44-0.7,0.18,44,0.7,81,316,190,1,0.183694530443756,15.4975308641975
0.18-44-0.65,0.18,44,0.65,88,331,200,1,0.173704414587332,17.5231191222571
0.18-44-0.6,0.18,44,0.6,88,331,200,1,0.173704414587332,17.5231191222571
0.18-44-0.4,0.18,44,0.4,88,331,200,1,0.173704414587332,17.5231191222571
0.18-44-0,0.18,44,0,89,332,201,1,0.171944268524383,18.4946373850868
0.18-48-0.85,0.18,48,0.85,40,170,99,1,0.266490765171504,9.87948717948718
0.18-48-0.8,0.18,48,0.8,62,270,165,1,0.219101123595506,10.4127445795875
0.18-48-0.75,0.18,48,0.75,79,322,197,1,0.188434695912263,12.5744888023369
0.18-48-0.7,0.18,48,0.7,85,337,205,1,0.17962962962963,15.5352941176471
0.18-48-0.65,0.18,48,0.65,92,352,215,1,0.170464378425151,17.5561395126613
0.18-48-0.6,0.18,48,0.6,92,352,215,1,0.170464378425151,17.5561395126613
0.18-48-0.4,0.18,48,0.4,92,352,215,1,0.170464378425151,17.5561395126613
0.18-48-0.3,0.18,48,0.3,93,353,216,1,0.168857142857143,18.528517999065
0.18-48-0,0.18,48,0,94,354,217,1,0.168472063854048,19.5054907343857
0.18-52-0.85,0.18,52,0.85,48,219,129,1,0.273198847262248,9.97695035460993
0.18-52-0.8,0.18,52,0.8,69,312,190,1,0.218386876281613,10.4771952259165
0.18-52-0.75,0.18,52,0.75,86,365,221,1,0.192539769610532,13.593023255814
0.18-52-0.7,0.18,52,0.7,93,381,230,1,0.18408215661104,17.5382187938289
0.18-52-0.65,0.18,52,0.65,100,397,241,1,0.175489485134155,19.5387878787879
0.18-52-0.6,0.18,52,0.6,100,397,241,1,0.175489485134155,19.5387878787879
0.18-52-0.55,0.18,52,0.55,100,397,241,1,0.175489485134155,19.5387878787879
0.18-52-0.4,0.18,52,0.4,100,397,241,1,0.175489485134155,19.5387878787879
0.18-52-0.3,0.18,52,0.3,101,398,242,1,0.174017257909875,20.5129702970297
0.18-52-0,0.18,52,0,102,399,243,1,0.17364266921789,21.4915550378567
0.18-56-0.85,0.18,56,0.85,48,219,129,1,0.273198847262248,9.97695035460993
0.18-56-0.8,0.18,56,0.8,71,320,194,1,0.214566929133858,10.4979879275654
0.18-56-0.75,0.18,56,0.75,88,372,226,1,0.189490445859873,14.5675287356322
0.18-56-0.7,0.18,56,0.7,95,388,235,1,0.181253107906514,18.5154535274356
0.18-56-0.65,0.18,56,0.65,102,404,246,1,0.172955237872041,20.5176664725296
0.18-56-0.6,0.18,56,0.6,102,404,246,1,0.172955237872041,20.5176664725296
0.18-56-0.55,0.18,56,0.55,102,404,246,1,0.172955237872041,20.5176664725296
0.18-56-0.4,0.18,56,0.4,102,404,246,1,0.172955237872041,20.5176664725296
0.18-56-0.3,0.18,56,0.3,103,405,247,1,0.171508250058099,21.4925756710451
0.18-56-0,0.18,56,0,104,406,248,1,0.171150278293135,22.471713965646
0.18-60-0.85,0.18,60,0.85,52,239,139,1,0.261392088132198,10.038838612368
0.18-60-0.8,0.18,60,0.8,81,362,220,1,0.205395996518712,10.733950617284
0.18-60-0.75,0.18,60,0.75,98,414,252,1,0.18277010947168,14.7630969913739
0.18-60-0.7,0.18,60,0.7,105,430,261,1,0.175363941769317,18.7027472527473
0.18-60-0.65,0.18,60,0.65,112,448,274,1,0.167654530059272,20.6916827541828
0.18-60-0.6,0.18,60,0.6,112,448,274,1,0.167654530059272,20.6916827541828
0.18-60-0.55,0.18,60,0.55,112,448,274,1,0.167654530059272,20.6916827541828
0.18-60-0.45,0.18,60,0.45,112,448,274,1,0.167654530059272,20.6916827541828
0.18-60-0.4,0.18,60,0.4,113,450,274,1,0.167053364269142,21.6615044247788
0.18-60-0.35,0.18,60,0.35,114,451,275,1,0.165759732105483,22.6370128861978
0.18-60-0.3,0.18,60,0.3,114,451,275,1,0.165759732105483,22.6370128861978
0.18-60-0,0.18,60,0,115,452,276,1,0.165448088573219,23.6160945842868
0.2-4-0.85,0.2,4,0.85,4,12,6,1,0.75,1.25
0.2-4-0.8,0.2,4,0.8,5,13,7,1,0.6,2.15
0.2-4-0,0.2,4,0,6,14,8,1,0.461538461538462,3
0.2-8-0.7,0.2,8,0.7,9,18,11,1,0.285714285714286,5.66666666666667
0.2-8-0,0.2,8,0,11,21,11,1,0.206896551724138,6.78181818181818
0.2-12-0.8,0.2,12,0.8,12,39,28,1,0.459459459459459,3.66666666666667
0.2-12-0.75,0.2,12,0.75,19,51,39,1,0.315789473684211,8.2953216374269
0.2-12-0.7,0.2,12,0.7,21,55,43,1,0.28,9.29047619047619
0.2-12-0,0.2,12,0,23,58,43,1,0.25609756097561,10.3142292490119
0.2-16-0.8,0.2,16,0.8,17,55,39,1,0.368421052631579,5.61029411764706
0.2-16-0.75,0.2,16,0.75,23,67,47,1,0.283636363636364,8.50592885375494
0.2-16-0.7,0.2,16,0.7,25,71,51,1,0.257142857142857,9.48833333333333
0.2-16-0.4,0.2,16,0.4,29,76,53,1,0.220708446866485,12.4039408866995
0.2-16-0,0.2,16,0,30,77,54,1,0.212041884816754,13.3632183908046
0.2-20-0.8,0.2,20,0.8,22,73,49,1,0.331034482758621,7.18181818181818
0.2-20-0.75,0.2,20,0.75,27,82,54,1,0.277634961439589,9.92877492877493
0.2-20-0.7,0.2,20,0.7,29,86,58,1,0.255760368663594,10.8866995073892
0.2-20-0.4,0.2,20,0.4,33,91,60,1,0.226069246435845,13.7121212121212
0.2-20-0,0.2,20,0,34,92,61,1,0.218934911242604,14.6399286987522
0.2-24-0.8,0.2,24,0.8,30,104,62,1,0.313513513513514,10.3563218390805
0.2-24-0.75,0.2,24,0.75,39,122,71,1,0.264352469959947,15.1788124156545
0.2-24-0.7,0.2,24,0.7,40,125,73,1,0.254681647940075,16.1166666666667
0.2-24-0.4,0.2,24,0.4,48,140,81,1,0.228260869565217,18.6600177304965
0.2-24-0,0.2,24,0,49,141,82,1,0.223166843783209,19.625425170068
0.2-28-0.8,0.2,28,0.8,37,132,76,1,0.27239263803681,10.734984984985
0.2-28-0.75,0.2,28,0.75,49,160,92,1,0.221441124780316,13.1892006802721
0.2-28-0.7,0.2,28,0.7,50,163,94,1,0.215179316096747,14.1391836734694
0.2-28-0.4,0.2,28,0.4,57,177,103,1,0.198365527488856,15.2941729323308
0.2-28-0,0.2,28,0,58,178,104,1,0.194606413994169,16.2537810042347
0.2-32-0.8,0.2,32,0.8,39,143,85,1,0.267100977198697,10.780701754386
0.2-32-0.75,0.2,32,0.75,53,174,102,1,0.213957055214724,15.1353410740203
0.2-32-0.7,0.2,32,0.7,54,177,104,1,0.2081811541271,16.0897973445143
0.2-32-0.65,0.2,32,0.65,61,191,113,1,0.193166885676741,17.2401639344262
0.2-32-0.4,0.2,32,0.4,61,191,113,1,0.193166885676741,17.2401639344262
0.2-32-0,0.2,32,0,62,192,114,1,0.189799870884442,18.2033315705976
0.2-36-0.8,0.2,36,0.8,45,179,107,1,0.235929067077872,10.1414141414141
0.2-36-0.75,0.2,36,0.75,60,215,126,1,0.191742081447964,14.2432203389831
0.2-36-0.7,0.2,36,0.7,62,219,129,1,0.186385737439222,16.1795346377578
0.2-36-0.65,0.2,36,0.65,69,233,140,1,0.173469387755102,17.3058397271952
0.2-36-0.4,0.2,36,0.4,69,233,140,1,0.173469387755102,17.3058397271952
0.2-36-0,0.2,36,0,70,234,141,1,0.171058936272161,18.2726708074534
0.2-40-0.8,0.2,40,0.8,50,209,123,1,0.226168224299065,10.2228571428571
0.2-40-0.75,0.2,40,0.75,68,256,149,1,0.187845303867403,13.4405179982441
0.2-40-0.7,0.2,40,0.7,71,263,153,1,0.182016586643387,15.39476861167
0.2-40-0.65,0.2,40,0.65,80,282,165,1,0.168433451118963,17.4778481012658
0.2-40-0.6,0.2,40,0.6,80,282,165,1,0.168433451118963,17.4778481012658
0.2-40-0.55,0.2,40,0.55,80,282,165,1,0.168433451118963,17.4778481012658
0.2-40-0.4,0.2,40,0.4,80,282,165,1,0.168433451118963,17.4778481012658
0.2-40-0,0.2,40,0,81,283,166,1,0.166472642607683,18.4469135802469
0.2-44-0.85,0.2,44,0.85,37,155,89,1,0.282282282282282,9.79279279279279
0.2-44-0.8,0.2,44,0.8,57,249,151,1,0.225146198830409,8.45050125313283
0.2-44-0.75,0.2,44,0.75,76,303,181,1,0.190302588406854,13.4933333333333
0.2-44-0.7,0.2,44,0.7,80,313,188,1,0.182814104758644,15.4599683544304
0.2-44-0.65,0.2,44,0.65,88,331,199,1,0.172348484848485,17.5121473354232
0.2-44-0.6,0.2,44,0.6,88,331,199,1,0.172348484848485,17.5121473354232
0.2-44-0.55,0.2,44,0.55,88,331,199,1,0.172348484848485,17.5121473354232
0.2-44-0.4,0.2,44,0.4,88,331,199,1,0.172348484848485,17.5121473354232
0.2-44-0.3,0.2,44,0.3,89,332,200,1,0.170625,18.483784473953
0.2-44-0,0.2,44,0,90,333,201,1,0.170252572497661,19.460049937578
0.2-48-0.85,0.2,48,0.85,41,175,104,1,0.260759493670886,9.90609756097561
0.2-48-0.8,0.2,48,0.8,64,283,177,1,0.21340964840556,10.4322916666667
0.2-48-0.75,0.2,48,0.75,82,336,207,1,0.183227848101266,14.5126467931346
0.2-48-0.7,0.2,48,0.7,85,343,211,1,0.178343949044586,16.4724089635854
0.2-48-0.65,0.2,48,0.65,93,361,222,1,0.16849199663016,18.5169471715755
0.2-48-0.6,0.2,48,0.6,93,361,222,1,0.16849199663016,18.5169471715755
0.2-48-0.55,0.2,48,0.55,93,361,222,1,0.16849199663016,18.5169471715755
0.2-48-0.4,0.2,48,0.4,93,361,222,1,0.16849199663016,18.5169471715755
0.2-48-0.3,0.2,48,0.3,94,362,223,1,0.1669449081803,19.4900480439259
0.2-48-0,0.2,48,0,95,363,224,1,0.166620383226881,20.4675251959686
0.2-52-0.85,0.2,52,0.85,48,219,129,1,0.273198847262248,9.97695035460993
0.2-52-0.8,0.2,52,0.8,68,311,191,1,0.21923474663909,9.51097453906936
0.2-52-0.75,0.2,52,0.75,87,367,222,1,0.189986468200271,14.5541299117883
0.2-52-0.7,0.2,52,0.7,91,375,227,1,0.185108044780005,17.4980463980464
0.2-52-0.65,0.2,52,0.65,99,394,239,1,0.175528040786599,19.520202020202
0.2-52-0.6,0.2,52,0.6,99,394,239,1,0.175528040786599,19.520202020202
0.2-52-0.55,0.2,52,0.55,99,394,239,1,0.175528040786599,19.520202020202
0.2-52-0.4,0.2,52,0.4,99,394,239,1,0.175528040786599,19.520202020202
0.2-52-0.3,0.2,52,0.3,100,395,240,1,0.174049109292248,20.4943434343434
0.2-52-0,0.2,52,0,101,396,241,1,0.173714560307544,21.4728712871287
0.2-56-0.85,0.2,56,0.85,49,222,132,1,0.269380925822644,9.99872448979592
0.2-56-0.8,0.2,56,0.8,74,330,202,1,0.209457315138051,9.64476119955572
0.2-56-0.75,0.2,56,0.75,94,388,236,1,0.182483594144372,15.662319835278
0.2-56-0.7,0.2,56,0.7,98,396,241,1,0.178015564202335,18.6048811277088
0.2-56-0.65,0.2,56,0.65,106,415,253,1,0.16920627700705,20.6182389937107
0.2-56-0.6,0.2,56,0.6,106,415,253,1,0.16920627700705,20.6182389937107
0.2-56-0.55,0.2,56,0.55,106,415,253,1,0.16920627700705,20.6182389937107
0.2-56-0.4,0.2,56,0.4,106,415,253,1,0.16920627700705,20.6182389937107
0.2-56-0.3,0.2,56,0.3,107,416,254,1,0.167832167832168,21.5926644330806
0.2-56-0,0.2,56,0,108,417,255,1,0.167529835622608,22.5709588092766
0.2-60-0.85,0.2,60,0.85,53,242,143,1,0.256422924901186,10.0656748911466
0.2-60-0.8,0.2,60,0.8,81,366,224,1,0.203214695752009,9.77283950617284
0.2-60-0.75,0.2,60,0.75,100,421,256,1,0.178554886521538,15.7292929292929
0.2-60-0.7,0.2,60,0.7,104,429,261,1,0.174418604651163,18.6727035100822
0.2-60-0.65,0.2,60,0.65,112,450,275,1,0.165968147527242,20.6802606177606
0.2-60-0.6,0.2,60,0.6,112,450,275,1,0.165968147527242,20.6802606177606
0.2-60-0.55,0.2,60,0.55,112,450,275,1,0.165968147527242,20.6802606177606
0.2-60-0.45,0.2,60,0.45,112,450,275,1,0.165968147527242,20.6802606177606
0.2-60-0.4,0.2,60,0.4,114,456,276,1,0.165359207266722,21.6530818195932
0.2-60-0.35,0.2,60,0.35,115,457,277,1,0.164105716041795,22.6289092295957
0.2-60-0.3,0.2,60,0.3,115,457,277,1,0.164105716041795,22.6289092295957
0.2-60-0.1,0.2,60,0.1,116,458,278,1,0.163837185518511,23.6082458770615
0.2-60-0.05,0.2,60,0.05,116,458,278,1,0.163837185518511,23.6082458770615
0.2-60-0,0.2,60,0,116,458,278,1,0.163837185518511,23.6082458770615
