,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,AvgDist.mean,AvgDist.sd
0.05-4-0.85,0.05,4,0.85,3,9,5,1,1,1,FALSE,0.05-4-0.85,0.0186864752779199,0.000129631736534542
0.14-4-0.8,0.14,4,0.8,4,10,6,1,0.6,1.91666666666667,FALSE,0.14-4-0.8,0.0311894621707604,0.00019585362953384
0.16-4-0.85,0.16,4,0.85,4,12,6,1,0.75,1.25,FALSE,0.16-4-0.85,0.0322543721032483,0.000153987267266609
0.14-4-0,0.14,4,0,5,13,7,1,0.6,2.15,FALSE,0.14-4-0,0.0400402289933429,0.000311615015222963
0.05-4-0.75,0.05,4,0.75,6,14,8,1,0.5,3.06666666666667,FALSE,0.05-4-0.75,0.0367118205926565,0.000440986189713746
0.16-8-0.7,0.16,8,0.7,9,18,11,1,0.285714285714286,5.66666666666667,FALSE,0.16-8-0.7,0.0238657229049051,8.28603336840395e-05
0.12-12-0.85,0.12,12,0.85,9,31,20,1,0.582089552238806,2.58333333333333,FALSE,0.12-12-0.85,0.049674338310476,0.000179471874340199
0.14-8-0,0.14,8,0,10,19,11,1,0.230769230769231,6.6,FALSE,0.14-8-0,0.0140851072152618,0.00018094260198643
0.1-12-0.85,0.1,12,0.85,10,33,22,1,0.531645569620253,2.71111111111111,FALSE,0.1-12-0.85,0.0472809934009332,0.000612759937194926
0.05-8-0.75,0.05,8,0.75,11,20,12,1,0.214285714285714,7.56363636363636,FALSE,0.05-8-0.75,0.0153647991929832,0.000255071106677137
0.2-8-0,0.2,8,0,11,21,11,1,0.206896551724138,6.78181818181818,FALSE,0.2-8-0,0.0161695534114857,0.000169692139058441
0.05-12-0.85,0.05,12,0.85,11,36,25,1,0.505263157894737,3.53636363636364,FALSE,0.05-12-0.85,0.0467372668700095,0.00062355511114634
0.12-8-0,0.12,8,0,12,21,13,1,0.176470588235294,8.03030303030303,FALSE,0.12-8-0,0.0185949939340931,0.000209379658186572
0.05-8-0.65,0.05,8,0.65,12,22,14,1,0.236842105263158,7.73484848484848,FALSE,0.05-8-0.65,0.0169065685763164,0.000164115004518429
0.07-12-0.85,0.07,12,0.85,12,39,26,1,0.485714285714286,3.62878787878788,FALSE,0.07-12-0.85,0.047608481248528,0.000595643079520776
0.2-12-0.8,0.2,12,0.8,12,39,28,1,0.459459459459459,3.66666666666667,FALSE,0.2-12-0.8,0.050175399097808,0.000498793518441143
0.06-12-0.8,0.06,12,0.8,13,40,29,1,0.432432432432432,5.33974358974359,FALSE,0.06-12-0.8,0.044706484835096,0.000472842702836067
0.08-16-0.85,0.08,16,0.85,13,41,28,1,0.461538461538462,3.74358974358974,FALSE,0.08-16-0.85,0.0466394316366886,0.000629488243491603
0.14-12-0.8,0.14,12,0.8,13,41,30,1,0.428571428571429,3.79487179487179,FALSE,0.14-12-0.8,0.0502537941392825,0.000384322155222247
0.05-12-0.8,0.05,12,0.8,14,41,30,1,0.403361344537815,6.25824175824176,FALSE,0.05-12-0.8,0.0462564489079558,0.000205225775987451
0.1-12-0.8,0.1,12,0.8,14,42,29,1,0.421487603305785,5.44505494505495,FALSE,0.1-12-0.8,0.0470367391809706,0.000323486552407734
0.07-12-0.8,0.07,12,0.8,14,43,30,1,0.421487603305785,5.43406593406593,FALSE,0.07-12-0.8,0.0464365413418695,0.000550838043760971
0.14-16-0.8,0.14,16,0.8,14,44,33,1,0.403361344537815,3.87362637362637,FALSE,0.14-16-0.8,0.0311951099480845,0.000125593698336205
0.16-12-0.8,0.16,12,0.8,15,46,33,1,0.387755102040816,4.7,FALSE,0.16-12-0.8,0.0492712074307224,0.000368248948303448
0.09-16-0.8,0.09,16,0.8,15,48,35,1,0.401408450704225,5.50952380952381,FALSE,0.09-16-0.8,0.046043737863925,0.000347852768202725
0.18-12-0.8,0.18,12,0.8,16,47,34,1,0.401408450704225,6.38333333333333,FALSE,0.18-12-0.8,0.047281651138718,0.000171679442338583
0.06-16-0.8,0.06,16,0.8,16,51,38,1,0.386503067484663,4.8,FALSE,0.06-16-0.8,0.0451267414839823,0.000495569385216579
0.05-16-0.8,0.05,16,0.8,17,51,40,1,0.35,5.71323529411765,FALSE,0.05-16-0.8,0.043211330065586,0.000383710581379299
0.12-16-0.8,0.12,16,0.8,17,52,37,1,0.375,4.88970588235294,FALSE,0.12-16-0.8,0.0330990639398027,0.000196736709928096
0.1-16-0.8,0.1,16,0.8,17,52,39,1,0.368715083798883,4.89338235294118,FALSE,0.1-16-0.8,0.0447654759536991,0.000390753814274877
0.08-16-0.8,0.08,16,0.8,17,53,40,1,0.368715083798883,4.88235294117647,FALSE,0.08-16-0.8,0.0454162550093832,0.000328904379500584
0.16-16-0.8,0.16,16,0.8,17,54,41,1,0.355932203389831,4.8125,FALSE,0.16-16-0.8,0.0326587826709087,0.000214624052358787
0.2-16-0.8,0.2,16,0.8,17,55,39,1,0.368421052631579,5.61029411764706,FALSE,0.2-16-0.8,0.0218937261879521,0.000261393827737691
0.09-20-0.8,0.09,20,0.8,17,57,44,1,0.391304347826087,5.59191176470588,FALSE,0.09-20-0.8,0.0311523925223617,0.000223073790972974
0.18-16-0.8,0.18,16,0.8,18,55,42,1,0.366279069767442,6.51633986928105,FALSE,0.18-16-0.8,0.0321972517410278,0.000204414129458379
0.2-12-0.75,0.2,12,0.75,19,51,39,1,0.315789473684211,8.2953216374269,FALSE,0.2-12-0.75,0.0322576359607555,0.000527739976761661
0.07-20-0.8,0.07,20,0.8,19,61,47,1,0.359447004608295,5.76900584795322,FALSE,0.07-20-0.8,0.0229513831913019,0.000118748957174362
0.06-20-0.8,0.06,20,0.8,19,62,48,1,0.371681415929204,5.76315789473684,FALSE,0.06-20-0.8,0.0228974236396871,0.000192469717552119
0.05-12-0.75,0.05,12,0.75,20,52,39,1,0.316666666666667,10.1236842105263,FALSE,0.05-12-0.75,0.0235248366505903,0.00018234659087991
0.08-20-0.8,0.08,20,0.8,20,63,49,1,0.346153846153846,5.83947368421053,FALSE,0.08-20-0.8,0.0244339388419824,0.000261857938757574
0.16-24-0.85,0.16,24,0.85,20,67,39,1,0.394463667820069,7.42631578947368,FALSE,0.16-24-0.85,0.0107192315891433,0.000203189681237627
0.05-24-0.85,0.05,24,0.85,20,69,44,1,0.405144694533762,6.61578947368421,FALSE,0.05-24-0.85,0.0186926809644216,0.000163573233013074
0.1-12-0.75,0.1,12,0.75,21,54,39,1,0.321428571428571,11.0452380952381,FALSE,0.1-12-0.75,0.0247952631304427,0.000246164699422442
0.2-12-0.7,0.2,12,0.7,21,55,43,1,0.28,9.29047619047619,FALSE,0.2-12-0.7,0.0322657223519019,0.000548537507400952
0.1-24-0.85,0.1,24,0.85,21,76,45,1,0.366071428571429,5,FALSE,0.1-24-0.85,0.0189160029412135,0.000217558596368225
0.05-12-0,0.05,12,0,22,55,41,1,0.277777777777778,12.0194805194805,FALSE,0.05-12-0,0.0211071622209583,0.000171695096490694
0.1-20-0.8,0.1,20,0.8,22,69,51,1,0.328301886792453,6.76190476190476,FALSE,0.1-20-0.8,0.0243612594970128,0.000118259750310642
0.2-20-0.8,0.2,20,0.8,22,73,49,1,0.331034482758621,7.18181818181818,FALSE,0.2-20-0.8,0.0166734299797028,0.000258013271485739
0.14-20-0.8,0.14,20,0.8,22,74,50,1,0.34375,7.2012987012987,FALSE,0.14-20-0.8,0.0204023641453587,0.000311164890909186
0.16-28-0.85,0.16,28,0.85,22,75,42,1,0.366847826086957,8.3961038961039,FALSE,0.16-28-0.85,0.00933207811013485,4.66619713753033e-05
0.09-24-0.85,0.09,24,0.85,22,79,46,1,0.356521739130435,5.88961038961039,FALSE,0.09-24-0.85,0.0151924955461265,0.000178224969864438
0.12-12-0.75,0.12,12,0.75,23,56,41,1,0.268867924528302,11.6837944664032,FALSE,0.12-12-0.75,0.0246718331582127,0.000245585059201319
0.1-12-0.7,0.1,12,0.7,23,58,43,1,0.2882096069869,12.0691699604743,FALSE,0.1-12-0.7,0.025422993667486,0.000250314846740417
0.08-12-0.65,0.08,12,0.65,23,59,44,1,0.2882096069869,12.0573122529644,FALSE,0.08-12-0.65,0.0246690581144251,0.000226512613642855
0.18-16-0.75,0.18,16,0.75,23,65,48,1,0.294117647058824,8.55138339920949,FALSE,0.18-16-0.75,0.0207066424495264,0.000277872972168898
0.06-28-0.85,0.06,28,0.85,23,81,44,1,0.359413202933985,6.77865612648221,FALSE,0.06-28-0.85,0.0125679337529089,0.000176892905903709
0.06-24-0.8,0.06,24,0.8,23,82,57,1,0.372151898734177,7.65217391304348,FALSE,0.06-24-0.8,0.0161582145731713,6.56220305682016e-05
0.12-12-0.7,0.12,12,0.7,24,58,43,1,0.253164556962025,12.6086956521739,FALSE,0.12-12-0.7,0.0248230065199246,0.000215577828339438
0.14-12-0.7,0.14,12,0.7,24,60,45,1,0.25,10.9094202898551,FALSE,0.14-12-0.7,0.0264449178464786,0.000230453913634216
0.18-20-0.8,0.18,20,0.8,24,78,52,1,0.316770186335404,8.08695652173913,FALSE,0.18-20-0.8,0.0178068982159898,0.000315700916231208
0.12-20-0.8,0.12,20,0.8,24,80,53,1,0.315789473684211,5.98007246376812,FALSE,0.12-20-0.8,0.0168742121265028,0.000175025424863995
0.05-16-0.75,0.05,16,0.75,25,66,50,1,0.26530612244898,10.4633333333333,FALSE,0.05-16-0.75,0.020469123007154,0.000204280607767096
0.16-16-0.75,0.16,16,0.75,25,68,51,1,0.267857142857143,9.28166666666667,FALSE,0.16-16-0.75,0.0216198958650629,0.000309086911870957
0.2-16-0.7,0.2,16,0.7,25,71,51,1,0.257142857142857,9.48833333333333,FALSE,0.2-16-0.7,0.0171840864073273,9.45828654085988e-05
0.07-28-0.85,0.07,28,0.85,25,85,46,1,0.336448598130841,7.78,FALSE,0.07-28-0.85,0.0115051953558286,0.000135546228872097
0.08-24-0.85,0.08,24,0.85,25,89,55,1,0.344827586206897,6.87,FALSE,0.08-24-0.85,0.0141510411496274,0.000155683358087372
0.12-16-0.75,0.12,16,0.75,26,67,49,1,0.256849315068493,11.0661538461538,FALSE,0.12-16-0.75,0.0210608462227177,0.000169029720324098
0.06-16-0.75,0.06,16,0.75,26,70,52,1,0.273615635179153,10.4861538461538,FALSE,0.06-16-0.75,0.0208597676364674,0.000135095746916892
0.05-24-0.8,0.05,24,0.8,26,90,62,1,0.34304932735426,9.36923076923077,FALSE,0.05-24-0.8,0.0175782459266529,0.000313076118620258
0.1-28-0.85,0.1,28,0.85,26,95,50,1,0.328125,7.72923076923077,FALSE,0.1-28-0.85,0.00961439000075019,0.000175576130158583
0.09-24-0.8,0.09,24,0.8,26,96,60,1,0.34304932735426,7.66,FALSE,0.09-24-0.8,0.0145344812943389,0.000139828437908475
0.12-16-0.7,0.12,16,0.7,27,69,51,1,0.242990654205607,11.982905982906,FALSE,0.12-16-0.7,0.0213352950442198,0.000164537919272076
0.08-16-0.7,0.08,16,0.7,27,72,54,1,0.258928571428571,11.4230769230769,FALSE,0.08-16-0.7,0.0210305077033724,0.000130062138595148
0.1-32-0.85,0.1,32,0.85,27,97,51,1,0.321428571428571,8.66809116809117,FALSE,0.1-32-0.85,0.0100485207035846,2.1490942023138e-05
0.1-16-0.65,0.1,16,0.65,28,72,54,1,0.25,12.3902116402116,FALSE,0.1-16-0.65,0.021291061908517,9.50580762271987e-05
0.09-20-0.75,0.09,20,0.75,28,79,61,1,0.274238227146814,10.5542328042328,FALSE,0.09-20-0.75,0.0182116211363872,0.000281460566932222
0.1-20-0.75,0.1,20,0.75,28,81,58,1,0.272727272727273,10.542328042328,FALSE,0.1-20-0.75,0.014920216958467,0.000130037194993779
0.09-28-0.85,0.09,28,0.85,28,99,51,1,0.319391634980989,9.58730158730159,FALSE,0.09-28-0.85,0.00867844053679915,6.91133729275559e-05
0.1-24-0.8,0.1,24,0.8,28,100,65,1,0.328767123287671,7.80555555555556,FALSE,0.1-24-0.8,0.0155717457494735,0.000246683069300644
0.16-36-0.85,0.16,36,0.85,28,105,57,1,0.315286624203822,10.1428571428571,FALSE,0.16-36-0.85,0.0095286599242435,0.00011305447528201
0.12-16-0,0.12,16,0,29,71,53,1,0.225433526011561,13.85960591133,FALSE,0.12-16-0,0.0216128095941926,0.000147010098420656
0.06-16-0.65,0.06,16,0.65,29,74,56,1,0.237704918032787,13.3288177339901,FALSE,0.06-16-0.65,0.0214572872368307,0.000220612398143409
0.09-20-0.7,0.09,20,0.7,29,81,63,1,0.260204081632653,11.493842364532,FALSE,0.09-20-0.7,0.0180402740585627,7.09376905207282e-05
0.2-20-0.7,0.2,20,0.7,29,86,58,1,0.255760368663594,10.8866995073892,FALSE,0.2-20-0.7,0.0148294898357638,0.00020837136315404
0.07-24-0.8,0.07,24,0.8,29,100,67,1,0.320987654320988,10.2278325123153,FALSE,0.07-24-0.8,0.0153578123736293,0.000238331033819335
0.09-32-0.85,0.09,32,0.85,29,102,53,1,0.313513513513514,9.63177339901478,FALSE,0.09-32-0.85,0.00886540204976729,9.62785122669004e-05
0.08-24-0.8,0.08,24,0.8,29,103,66,1,0.316981132075472,8.69827586206897,FALSE,0.08-24-0.8,0.0132930001365745,0.000106420501011223
0.2-16-0,0.2,16,0,30,77,54,1,0.212041884816754,13.3632183908046,FALSE,0.2-16-0,0.0163180317280936,0.000147572677219887
0.09-20-0.65,0.09,20,0.65,30,82,64,1,0.251851851851852,12.4494252873563,FALSE,0.09-20-0.65,0.0184049739915354,9.5032030857025e-05
0.06-20-0.75,0.06,20,0.75,30,83,64,1,0.271317829457364,12.3747126436782,FALSE,0.06-20-0.75,0.0164017798620034,0.000232127013161902
0.14-20-0.75,0.14,20,0.75,30,87,58,1,0.256944444444444,11.6310344827586,FALSE,0.14-20-0.75,0.015077225567029,0.000209347442735179
0.12-20-0.75,0.12,20,0.75,30,88,59,1,0.254004576659039,10.4011494252874,FALSE,0.12-20-0.75,0.014044492628986,0.000202803565827783
0.2-24-0.8,0.2,24,0.8,30,104,62,1,0.313513513513514,10.3563218390805,FALSE,0.2-24-0.8,0.00968325015808768,6.48444062547755e-05
0.05-20-0.7,0.05,20,0.7,31,82,63,1,0.25609756097561,14.7774193548387,FALSE,0.05-20-0.7,0.0189702454073957,0.0001846697296785
0.09-20-0.5,0.09,20,0.5,31,84,66,1,0.25,13.3268817204301,FALSE,0.09-20-0.5,0.0186049132483427,0.000217820418203578
0.16-20-0.7,0.16,20,0.7,31,91,60,1,0.249466950959488,10.1645161290323,FALSE,0.16-20-0.7,0.015801517596814,8.04503685083123e-05
0.18-24-0.8,0.18,24,0.8,31,107,64,1,0.309982486865149,10.3827956989247,FALSE,0.18-24-0.8,0.00987842750691457,0.00018473204685676
0.06-28-0.8,0.06,28,0.8,31,114,70,1,0.309417040358744,9.63548387096774,FALSE,0.06-28-0.8,0.0120865919145516,4.1795947845961e-05
0.16-40-0.85,0.16,40,0.85,31,123,68,1,0.30718085106383,9.63655913978495,FALSE,0.16-40-0.85,0.0086902511221119,0.000142603678832609
0.05-20-0.65,0.05,20,0.65,32,83,64,1,0.247641509433962,15.7258064516129,FALSE,0.05-20-0.65,0.0194094017795712,0.000115222717964961
0.07-36-0.85,0.07,36,0.85,32,108,55,1,0.283018867924528,11.5625,FALSE,0.07-36-0.85,0.00806703952176853,0.000122561600686321
0.08-28-0.85,0.08,28,0.85,32,110,60,1,0.307570977917981,11.5252016129032,FALSE,0.08-28-0.85,0.00898766922212736,6.07397485181614e-05
0.05-36-0.85,0.05,36,0.85,32,113,60,1,0.283185840707965,11.304435483871,FALSE,0.05-36-0.85,0.00866993546490498,0.000103834189043413
0.07-28-0.8,0.07,28,0.8,32,116,71,1,0.305084745762712,10.3800403225806,FALSE,0.07-28-0.8,0.0123540380131511,0.000155008503166929
0.05-20-0,0.05,20,0,33,84,64,1,0.237020316027088,16.6732954545455,FALSE,0.05-20-0,0.0180423196637675,0.000144821176482864
0.18-20-0.4,0.18,20,0.4,33,92,61,1,0.23030303030303,13.7092803030303,FALSE,0.18-20-0.4,0.0139430987561945,0.000274780272791538
0.16-24-0.8,0.16,24,0.8,33,111,64,1,0.309278350515464,10.5549242424242,FALSE,0.16-24-0.8,0.0105056192902844,0.00010289898321123
0.08-20-0,0.08,20,0,34,87,68,1,0.225165562913907,16.2201426024955,FALSE,0.08-20-0,0.0168006313509318,0.000324768503404898
0.06-20-0.65,0.06,20,0.65,34,88,69,1,0.237885462555066,16.7147950089127,FALSE,0.06-20-0.65,0.0172825720860199,0.00032875166486599
0.18-20-0,0.18,20,0,34,93,62,1,0.223091976516634,14.6372549019608,FALSE,0.18-20-0,0.0141092629518337,0.000172321109068431
0.16-20-0.4,0.16,20,0.4,34,94,62,1,0.225433526011561,12.8226381461676,FALSE,0.16-20-0.4,0.014637284282435,0.000170051332017741
0.06-20-0.5,0.06,20,0.5,35,89,70,1,0.230277185501066,17.6697478991597,FALSE,0.06-20-0.5,0.0176480383684691,0.00020595993754017
0.06-24-0.75,0.06,24,0.75,35,111,75,1,0.285024154589372,14.0798319327731,FALSE,0.06-24-0.75,0.0133246714120347,0.000149466016533592
0.12-24-0.8,0.12,24,0.8,35,118,66,1,0.294851794071763,11.6109243697479,FALSE,0.12-24-0.8,0.00851072489119411,6.91759319443745e-05
0.05-32-0.8,0.05,32,0.8,35,119,76,1,0.287373004354136,13.9235294117647,FALSE,0.05-32-0.8,0.0113196145836451,9.05480222563778e-05
0.07-40-0.85,0.07,40,0.85,35,121,64,1,0.271621621621622,11.6647058823529,FALSE,0.07-40-0.85,0.00801684145994217,7.30361490071839e-05
0.1-24-0.75,0.1,24,0.75,36,114,71,1,0.275187969924812,12.6452380952381,FALSE,0.1-24-0.75,0.0116128288959396,0.000124010661026846
0.07-24-0.75,0.07,24,0.75,36,114,74,1,0.270998415213946,14.1190476190476,FALSE,0.07-24-0.75,0.0119454174630709,0.000143303622012024
0.09-24-0.75,0.09,24,0.75,36,116,72,1,0.272727272727273,12.6055555555556,FALSE,0.09-24-0.75,0.0110809100481319,0.000127954662590921
0.16-44-0.85,0.16,44,0.85,36,152,88,1,0.294117647058824,9.73492063492063,FALSE,0.16-44-0.85,0.00802498828405546,0.000218547318729927
0.05-24-0.75,0.05,24,0.75,37,114,77,1,0.274809160305344,16.5608108108108,FALSE,0.05-24-0.75,0.0138479675349464,0.000186908105795857
0.06-24-0.7,0.06,24,0.7,37,115,78,1,0.265602322206096,16.0135135135135,FALSE,0.06-24-0.7,0.0138418823606231,5.37004919089921e-05
0.08-24-0.75,0.08,24,0.75,37,117,72,1,0.266375545851528,13.5630630630631,FALSE,0.08-24-0.75,0.0102932544201991,0.000134010216527781
0.1-24-0.7,0.1,24,0.7,37,117,73,1,0.264705882352941,13.5908408408408,FALSE,0.1-24-0.7,0.0114908044507474,8.06837841053464e-05
0.2-28-0.8,0.2,28,0.8,37,132,76,1,0.27239263803681,10.734984984985,FALSE,0.2-28-0.8,0.00884733000718989,6.82285388792898e-05
0.2-44-0.85,0.2,44,0.85,37,155,89,1,0.282282282282282,9.79279279279279,FALSE,0.2-44-0.85,0.00809989640944006,9.55434531237312e-05
0.05-24-0.7,0.05,24,0.7,38,117,79,1,0.263829787234043,17.5135135135135,FALSE,0.05-24-0.7,0.0140322006952631,0.000167669816323903
0.08-24-0.7,0.08,24,0.7,38,120,74,1,0.256445047489824,14.5135135135135,FALSE,0.08-24-0.7,0.0104204428054531,7.81318268123759e-05
0.08-36-0.85,0.08,36,0.85,38,136,76,1,0.267981438515081,10.0334281650071,FALSE,0.08-36-0.85,0.00891180825821653,0.000172286027371792
0.07-24-0.65,0.07,24,0.65,39,121,80,1,0.251748251748252,16.9892037786775,FALSE,0.07-24-0.65,0.0123241909873879,0.000105539713297921
0.2-24-0.75,0.2,24,0.75,39,122,71,1,0.264352469959947,15.1788124156545,FALSE,0.2-24-0.75,0.00928230301514107,0.000190710234710326
0.09-28-0.8,0.09,28,0.8,39,130,71,1,0.27877947295423,14.4547908232119,FALSE,0.09-28-0.8,0.00845929580135414,0.000127335713927584
0.18-28-0.8,0.18,28,0.8,39,137,79,1,0.266666666666667,11.7098515519568,FALSE,0.18-28-0.8,0.00924603015557223,7.75109598843596e-05
0.08-40-0.85,0.08,40,0.85,39,141,80,1,0.269189189189189,10.0452091767881,FALSE,0.08-40-0.85,0.00899941542662355,9.20214244406039e-05
0.2-32-0.8,0.2,32,0.8,39,143,85,1,0.267100977198697,10.780701754386,FALSE,0.2-32-0.8,0.00899002546404546,0.000238173967157153
0.07-44-0.85,0.07,44,0.85,39,145,78,1,0.268370607028754,10.8211875843455,FALSE,0.07-44-0.85,0.00696915528736351,4.66181641185819e-05
0.16-48-0.85,0.16,48,0.85,39,166,97,1,0.279197080291971,9.83333333333333,FALSE,0.16-48-0.85,0.00909354239471773,0.000196176079570113
0.06-24-0.65,0.06,24,0.65,40,120,83,1,0.255845942228336,19.4064102564103,FALSE,0.06-24-0.65,0.014389638972976,0.000154611213346139
0.07-24-0.6,0.07,24,0.6,40,122,81,1,0.245231607629428,17.9647435897436,FALSE,0.07-24-0.6,0.0125981137725853,0.000120581910276987
0.08-24-0.65,0.08,24,0.65,40,124,78,1,0.248062015503876,15.5551282051282,FALSE,0.08-24-0.65,0.0106602991474214,0.000143863653505919
0.2-24-0.7,0.2,24,0.7,40,125,73,1,0.254681647940075,16.1166666666667,FALSE,0.2-24-0.7,0.00933513454132187,0.000153141043689584
